time(s)	cellId	rnti	lcid	packetSize
0.305386	1	2	3	58
0.305386	1	2	3	58
0.305386	1	2	3	58
0.305386	1	2	3	58
0.305386	1	2	3	58
0.305386	1	2	3	58
0.305386	1	2	3	58
0.305386	1	2	3	58
0.305386	1	2	3	58
0.305386	3	2	3	58
0.305386	3	2	3	58
0.305386	3	2	3	58
0.305386	3	2	3	58
0.305386	3	2	3	58
0.305386	3	2	3	58
0.305386	3	2	3	58
0.305386	3	2	3	58
0.305386	3	2	3	58
0.306386	1	2	3	58
0.306386	1	2	3	58
0.306386	1	2	3	58
0.306386	1	2	3	58
0.306386	1	2	3	58
0.306386	1	2	3	58
0.306386	1	2	3	58
0.306386	1	2	3	58
0.306386	1	2	3	58
0.306386	3	2	3	58
0.306386	3	2	3	58
0.306386	3	2	3	58
0.306386	3	2	3	58
0.306386	3	2	3	58
0.306386	3	2	3	58
0.306386	3	2	3	58
0.306386	3	2	3	58
0.306386	3	2	3	58
0.307386	1	2	3	58
0.307386	1	2	3	58
0.307386	1	2	3	58
0.307386	1	2	3	58
0.307386	1	2	3	58
0.307386	1	2	3	58
0.307386	1	2	3	58
0.307386	1	2	3	58
0.307386	1	2	3	58
0.307386	3	2	3	58
0.307386	3	2	3	58
0.307386	3	2	3	58
0.307386	3	2	3	58
0.307386	3	2	3	58
0.307386	3	2	3	58
0.307386	3	2	3	58
0.307386	3	2	3	58
0.307386	3	2	3	58
0.308386	1	2	3	58
0.308386	1	2	3	58
0.308386	1	2	3	58
0.308386	1	2	3	58
0.308386	1	2	3	58
0.308386	1	2	3	58
0.308386	1	2	3	58
0.308386	1	2	3	58
0.308386	1	2	3	58
0.308386	3	2	3	58
0.308386	3	2	3	58
0.308386	3	2	3	58
0.308386	3	2	3	58
0.308386	3	2	3	58
0.308386	3	2	3	58
0.308386	3	2	3	58
0.308386	3	2	3	58
0.308386	3	2	3	58
0.309386	1	2	3	58
0.309386	1	2	3	58
0.309386	1	2	3	58
0.309386	1	2	3	58
0.309386	1	2	3	58
0.309386	1	2	3	58
0.309386	1	2	3	58
0.309386	1	2	3	58
0.309386	1	2	3	58
0.309386	3	2	3	58
0.309386	3	2	3	58
0.309386	3	2	3	58
0.309386	3	2	3	58
0.309386	3	2	3	58
0.309386	3	2	3	58
0.309386	3	2	3	58
0.309386	3	2	3	58
0.309386	3	2	3	58
0.310386	1	2	3	58
0.310386	1	2	3	58
0.310386	1	2	3	58
0.310386	1	2	3	58
0.310386	1	2	3	58
0.310386	1	2	3	58
0.310386	1	2	3	58
0.310386	1	2	3	58
0.310386	1	2	3	58
0.310386	3	2	3	58
0.310386	3	2	3	58
0.310386	3	2	3	58
0.310386	3	2	3	58
0.310386	3	2	3	58
0.310386	3	2	3	58
0.310386	3	2	3	58
0.310386	3	2	3	58
0.310386	3	2	3	58
0.311386	1	2	3	58
0.311386	1	2	3	58
0.311386	1	2	3	58
0.311386	1	2	3	58
0.311386	1	2	3	58
0.311386	1	2	3	58
0.311386	1	2	3	58
0.311386	1	2	3	58
0.311386	1	2	3	58
0.311386	3	2	3	58
0.311386	3	2	3	58
0.311386	3	2	3	58
0.311386	3	2	3	58
0.311386	3	2	3	58
0.311386	3	2	3	58
0.311386	3	2	3	58
0.311386	3	2	3	58
0.311386	3	2	3	58
0.312386	1	2	3	58
0.312386	1	2	3	58
0.312386	1	2	3	58
0.312386	1	2	3	58
0.312386	1	2	3	58
0.312386	1	2	3	58
0.312386	1	2	3	58
0.312386	1	2	3	58
0.312386	1	2	3	58
0.312386	3	2	3	58
0.312386	3	2	3	58
0.312386	3	2	3	58
