time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.171029	3	2	3	58	0.00664285
0.171029	3	2	3	58	0.00664285
0.171029	3	2	3	58	0.00664285
0.171029	3	2	3	58	0.00664285
0.171029	3	2	3	58	0.00664285
0.171029	3	2	3	58	0.00664285
0.171029	3	2	3	58	0.00564285
0.171029	3	2	3	58	0.00564285
0.171029	3	2	3	58	0.00564285
0.171029	3	2	3	58	0.00564285
0.171029	3	2	3	58	0.00564285
0.171029	3	2	3	58	0.00564285
0.171029	3	2	3	58	0.00564285
0.171029	3	2	3	58	0.00564285
0.171029	3	2	3	58	0.00564285
0.171029	3	2	3	58	0.00464285
0.171029	3	2	3	58	0.00464285
0.171029	3	2	3	58	0.00464285
0.171029	3	2	3	58	0.00464285
0.171029	3	2	3	58	0.00464285
0.171029	3	2	3	58	0.00464285
0.171029	3	2	3	58	0.00464285
0.171029	3	2	3	58	0.00464285
0.171029	3	2	3	58	0.00464285
0.171029	3	2	3	58	0.00364285
0.171029	3	2	3	58	0.00364285
0.171029	3	2	3	58	0.00364285
0.171029	3	2	3	58	0.00364285
0.171029	3	2	3	58	0.00364285
0.171029	3	2	3	58	0.00364285
0.171029	3	2	3	58	0.00364285
0.171029	3	2	3	58	0.00364285
0.171029	3	2	3	58	0.00364285
0.172029	1	2	3	58	0.00864285
0.172029	1	2	3	58	0.00864285
0.172029	1	2	3	58	0.00864285
0.172029	1	2	3	58	0.00864285
0.172029	1	2	3	58	0.00864285
0.172029	1	2	3	58	0.00864285
0.172029	1	2	3	58	0.00864285
0.172029	1	2	3	58	0.00864285
0.172029	1	2	3	58	0.00864285
0.172029	1	2	3	58	0.00764285
0.172029	1	2	3	58	0.00764285
0.172029	1	2	3	58	0.00764285
0.172029	1	2	3	58	0.00764285
0.172029	1	2	3	58	0.00764285
0.172029	1	2	3	58	0.00764285
0.172029	1	2	3	58	0.00764285
0.172029	1	2	3	58	0.00764285
0.172029	1	2	3	58	0.00764285
0.172029	1	2	3	58	0.00664285
0.172029	1	2	3	58	0.00664285
0.172029	1	2	3	58	0.00664285
0.172029	1	2	3	58	0.00664285
0.172029	1	2	3	58	0.00664285
0.172029	1	2	3	58	0.00664285
0.172029	1	2	3	58	0.00664285
0.172029	1	2	3	58	0.00664285
0.172029	1	2	3	58	0.00664285
0.172029	1	2	3	58	0.00564285
0.172029	1	2	3	58	0.00564285
0.172029	1	2	3	58	0.00564285
0.172029	1	2	3	58	0.00564285
0.172029	1	2	3	58	0.00564285
0.172029	1	2	3	58	0.00564285
0.172029	1	2	3	58	0.00564285
0.172029	1	2	3	58	0.00564285
0.172029	1	2	3	58	0.00564285
0.172029	1	2	3	58	0.00464285
0.172029	1	2	3	58	0.00464285
0.172029	1	2	3	58	0.00464285
0.172029	1	2	3	58	0.00464285
0.172029	1	2	3	58	0.00464285
0.172029	1	2	3	58	0.00464285
0.172029	1	2	3	58	0.00464285
0.172029	1	2	3	58	0.00464285
0.172029	1	2	3	58	0.00464285
0.172029	1	2	3	58	0.00364285
0.172029	1	2	3	58	0.00364285
0.172029	1	2	3	58	0.00364285
0.172029	1	2	3	58	0.00364285
0.172029	1	2	3	58	0.00364285
0.172029	1	2	3	58	0.00364285
0.172029	1	2	3	58	0.00364285
0.172029	1	2	3	58	0.00364285
0.172029	1	2	3	58	0.00364285
0.177029	3	2	3	58	0.00864285
0.177029	3	2	3	58	0.00864285
0.177029	3	2	3	58	0.00864285
0.177029	3	2	3	58	0.00864285
0.177029	3	2	3	58	0.00864285
0.177029	3	2	3	58	0.00864285
0.177029	3	2	3	58	0.00864285
0.177029	3	2	3	58	0.00864285
0.177029	3	2	3	58	0.00864285
0.177029	3	2	3	58	0.00764285
0.177029	3	2	3	58	0.00764285
0.177029	3	2	3	58	0.00764285
0.177029	3	2	3	58	0.00764285
0.177029	3	2	3	58	0.00764285
0.177029	3	2	3	58	0.00764285
0.177029	3	2	3	58	0.00764285
0.177029	3	2	3	58	0.00764285
0.177029	3	2	3	58	0.00764285
0.177029	3	2	3	58	0.00664285
0.177029	3	2	3	58	0.00664285
0.177029	3	2	3	58	0.00664285
0.177029	3	2	3	58	0.00664285
0.177029	3	2	3	58	0.00664285
0.177029	3	2	3	58	0.00664285
0.177029	3	2	3	58	0.00664285
0.177029	3	2	3	58	0.00664285
0.177029	3	2	3	58	0.00664285
0.177029	3	2	3	58	0.00564285
0.177029	3	2	3	58	0.00564285
0.177029	3	2	3	58	0.00564285
0.177029	3	2	3	58	0.00564285
0.177029	3	2	3	58	0.00564285
0.177029	3	2	3	58	0.00564285
0.177029	3	2	3	58	0.00564285
0.177029	3	2	3	58	0.00564285
0.177029	3	2	3	58	0.00564285
0.177029	3	2	3	58	0.00464285
0.177029	3	2	3	58	0.00464285
0.177029	3	2	3	58	0.00464285
0.177029	3	2	3	58	0.00464285
0.177029	3	2	3	58	0.00464285
0.177029	3	2	3	58	0.00464285
0.177029	3	2	3	58	0.00464285
0.177029	3	2	3	58	0.00464285
0.177029	3	2	3	58	0.00464285
0.177029	3	2	3	58	0.00364285
0.177029	3	2	3	58	0.00364285
0.177029	3	2	3	58	0.00364285
0.177029	3	2	3	58	0.00364285
0.177029	3	2	3	58	0.00364285
0.177029	3	2	3	58	0.00364285
0.177029	3	2	3	58	0.00364285
0.177029	3	2	3	58	0.00364285
0.177029	3	2	3	58	0.00364285
0.178029	1	2	3	58	0.00864285
0.178029	1	2	3	58	0.00864285
0.178029	1	2	3	58	0.00864285
0.178029	1	2	3	58	0.00864285
0.178029	1	2	3	58	0.00864285
0.178029	1	2	3	58	0.00864285
0.178029	1	2	3	58	0.00864285
0.178029	1	2	3	58	0.00864285
0.178029	1	2	3	58	0.00864285
0.178029	1	2	3	58	0.00764285
0.178029	1	2	3	58	0.00764285
0.178029	1	2	3	58	0.00764285
0.178029	1	2	3	58	0.00764285
0.178029	1	2	3	58	0.00764285
0.178029	1	2	3	58	0.00764285
0.178029	1	2	3	58	0.00764285
0.178029	1	2	3	58	0.00764285
0.178029	1	2	3	58	0.00764285
0.178029	1	2	3	58	0.00664285
0.178029	1	2	3	58	0.00664285
0.178029	1	2	3	58	0.00664285
0.178029	1	2	3	58	0.00664285
0.178029	1	2	3	58	0.00664285
0.178029	1	2	3	58	0.00664285
0.178029	1	2	3	58	0.00664285
0.178029	1	2	3	58	0.00664285
